"bidding_exercise","category","month_year","quota_premium","bid_to_quota"
"2","Cat C (Goods vehicles and buses)","Dec 2022",78200,2.1304347826087
"2","Cat D (Motorcycles)","Dec 2022",11690,1.39139784946237
"2","Cat E (Open)","Dec 2022",109600,1.86986301369863
"1","Cat A (Cars up to 1600cc and 97kW)","Jan 2023",80000,1.4047619047619
"1","Cat B (Cars above 1600cc or 97kW)","Jan 2023",102002,1.18780487804878
"1","Cat C (Goods vehicles and buses)","Jan 2023",77301,2.61428571428571
"1","Cat D (Motorcycles)","Jan 2023",10890,1.52359550561798
"1","Cat E (Open)","Jan 2023",107889,1.95205479452055
"2","Cat A (Cars up to 1600cc and 97kW)","Jan 2023",86000,1.36601307189542
"2","Cat B (Cars above 1600cc or 97kW)","Jan 2023",105459,1.25980392156863
"2","Cat C (Goods vehicles and buses)","Jan 2023",77109,2.33333333333333
"2","Cat D (Motorcycles)","Jan 2023",11101,1.28539325842697
"2","Cat E (Open)","Jan 2023",107000,1.66442953020134
"1","Cat A (Cars up to 1600cc and 97kW)","Feb 2023",86000,1.30255402750491
"1","Cat B (Cars above 1600cc or 97kW)","Feb 2023",105524,1.34883720930233
"1","Cat C (Goods vehicles and buses)","Feb 2023",85119,2.45454545454545
"1","Cat D (Motorcycles)","Feb 2023",11602,1.24528301886792
"1","Cat E (Open)","Feb 2023",105002,1.77519379844961
"2","Cat A (Cars up to 1600cc and 97kW)","Feb 2023",86556,1.38188976377953
"2","Cat B (Cars above 1600cc or 97kW)","Feb 2023",115001,1.76146788990826
"2","Cat C (Goods vehicles and buses)","Feb 2023",87790,2.8936170212766
"2","Cat D (Motorcycles)","Feb 2023",12189,1.27557411273486
"2","Cat E (Open)","Feb 2023",118001,2.07575757575758
"1","Cat A (Cars up to 1600cc and 97kW)","Mar 2023",88000,1.2862669245648
"1","Cat B (Cars above 1600cc or 97kW)","Mar 2023",115501,1.45939675174014
"1","Cat C (Goods vehicles and buses)","Mar 2023",91101,1.51162790697674
"1","Cat D (Motorcycles)","Mar 2023",12390,1.21199143468951
"1","Cat E (Open)","Mar 2023",116000,1.92424242424242
"2","Cat A (Cars up to 1600cc and 97kW)","Mar 2023",93503,1.50588235294118
"2","Cat B (Cars above 1600cc or 97kW)","Mar 2023",116201,1.43776824034335
"2","Cat C (Goods vehicles and buses)","Mar 2023",85389,2.14
"2","Cat D (Motorcycles)","Mar 2023",12001,1.25714285714286
"2","Cat E (Open)","Mar 2023",116020,2.00757575757576
"1","Cat A (Cars up to 1600cc and 97kW)","Apr 2023",96501,1.45436893203883
"1","Cat B (Cars above 1600cc or 97kW)","Apr 2023",118501,1.31627906976744
"1","Cat C (Goods vehicles and buses)","Apr 2023",76801,2.19148936170213
"1","Cat D (Motorcycles)","Apr 2023",12001,1.13519313304721
"1","Cat E (Open)","Apr 2023",118990,1.88059701492537
"2","Cat A (Cars up to 1600cc and 97kW)","Apr 2023",103721,1.4792899408284
"2","Cat B (Cars above 1600cc or 97kW)","Apr 2023",120889,1.28604651162791
"2","Cat C (Goods vehicles and buses)","Apr 2023",75334,2.27450980392157
"2","Cat D (Motorcycles)","Apr 2023",12179,1.09677419354839
"2","Cat E (Open)","Apr 2023",124501,1.83941605839416
"1","Cat A (Cars up to 1600cc and 97kW)","May 2023",101001,1.39873417721519
"1","Cat B (Cars above 1600cc or 97kW)","May 2023",119399,1.25121951219512
"1","Cat C (Goods vehicles and buses)","May 2023",75589,1.60294117647059
"1","Cat D (Motorcycles)","May 2023",5002,1.20938628158845
"1","Cat E (Open)","May 2023",124002,2.168
"2","Cat A (Cars up to 1600cc and 97kW)","May 2023",92000,1.57046979865772
"2","Cat B (Cars above 1600cc or 97kW)","May 2023",113034,1.48541666666667
"2","Cat C (Goods vehicles and buses)","May 2023",77501,2.05555555555556
"2","Cat D (Motorcycles)","May 2023",10602,2.5183887915937
"2","Cat E (Open)","May 2023",125000,2.408
"1","Cat A (Cars up to 1600cc and 97kW)","Jun 2023",98001,1.51635111876076
"1","Cat B (Cars above 1600cc or 97kW)","Jun 2023",120702,1.58370044052863
"1","Cat C (Goods vehicles and buses)","Jun 2023",81801,2.22058823529412
"1","Cat D (Motorcycles)","Jun 2023",11001,1.75135135135135
"1","Cat E (Open)","Jun 2023",120889,2.25806451612903
"2","Cat A (Cars up to 1600cc and 97kW)","Jun 2023",96206,1.28156996587031
"2","Cat B (Cars above 1600cc or 97kW)","Jun 2023",121000,1.37004405286344
"2","Cat C (Goods vehicles and buses)","Jun 2023",83140,2.50704225352113
"2","Cat D (Motorcycles)","Jun 2023",10709,1.44464609800363
"2","Cat E (Open)","Jun 2023",123000,2.15172413793103
"1","Cat A (Cars up to 1600cc and 97kW)","Jul 2023",97000,1.28571428571429
"1","Cat B (Cars above 1600cc or 97kW)","Jul 2023",118002,1.26114649681529
"1","Cat C (Goods vehicles and buses)","Jul 2023",82223,1.90909090909091
"1","Cat D (Motorcycles)","Jul 2023",10090,1.46113989637306
"1","Cat E (Open)","Jul 2023",121000,1.66923076923077
"2","Cat A (Cars up to 1600cc and 97kW)","Jul 2023",95202,1.25301204819277
"2","Cat B (Cars above 1600cc or 97kW)","Jul 2023",118001,1.3030303030303
"2","Cat C (Goods vehicles and buses)","Jul 2023",82001,1.92753623188406
"2","Cat D (Motorcycles)","Jul 2023",10501,1.52450090744102
"2","Cat E (Open)","Jul 2023",122110,1.88372093023256
"1","Cat A (Cars up to 1600cc and 97kW)","Aug 2023",99499,1.50158227848101
"1","Cat B (Cars above 1600cc or 97kW)","Aug 2023",126889,1.81489361702128
"1","Cat C (Goods vehicles and buses)","Aug 2023",82100,1.81967213114754
"1","Cat D (Motorcycles)","Aug 2023",11501,1.45402298850575
"1","Cat E (Open)","Aug 2023",126201,1.69285714285714
"2","Cat A (Cars up to 1600cc and 97kW)","Aug 2023",1e+05,1.42767295597484
"2","Cat B (Cars above 1600cc or 97kW)","Aug 2023",129890,1.52928870292887
"2","Cat C (Goods vehicles and buses)","Aug 2023",82801,1.57894736842105
"2","Cat D (Motorcycles)","Aug 2023",11402,1.32121212121212
"2","Cat E (Open)","Aug 2023",131000,1.80916030534351
"1","Cat A (Cars up to 1600cc and 97kW)","Sept 2023",101000,1.30232558139535
"1","Cat B (Cars above 1600cc or 97kW)","Sept 2023",134889,1.53829787234043
"1","Cat C (Goods vehicles and buses)","Sept 2023",82889,1.58260869565217
"1","Cat D (Motorcycles)","Sept 2023",10901,1.32286212914485
"1","Cat E (Open)","Sept 2023",137000,1.68461538461538
"2","Cat A (Cars up to 1600cc and 97kW)","Sept 2023",105000,1.32718894009217
"2","Cat B (Cars above 1600cc or 97kW)","Sept 2023",140889,1.48185483870968
"2","Cat C (Goods vehicles and buses)","Sept 2023",83801,1.34210526315789
"2","Cat D (Motorcycles)","Sept 2023",10700,1.27290836653386
"2","Cat E (Open)","Sept 2023",144640,1.84313725490196
"1","Cat A (Cars up to 1600cc and 97kW)","Oct 2023",104000,1.32356687898089
"1","Cat B (Cars above 1600cc or 97kW)","Oct 2023",146002,1.35654008438819
"1","Cat C (Goods vehicles and buses)","Oct 2023",85900,1.67543859649123
"1","Cat D (Motorcycles)","Oct 2023",10856,1.32997987927565
"1","Cat E (Open)","Oct 2023",152000,1.86428571428571
"2","Cat A (Cars up to 1600cc and 97kW)","Oct 2023",106000,1.28983688833124
"2","Cat B (Cars above 1600cc or 97kW)","Oct 2023",150001,1.31991525423729
"2","Cat C (Goods vehicles and buses)","Oct 2023",84790,1.63157894736842
"2","Cat D (Motorcycles)","Oct 2023",11201,1.25896414342629
"2","Cat E (Open)","Oct 2023",158004,1.65217391304348
"1","Cat A (Cars up to 1600cc and 97kW)","Nov 2023",95689,1.26082251082251
"1","Cat B (Cars above 1600cc or 97kW)","Nov 2023",110001,1.30503144654088
"1","Cat C (Goods vehicles and buses)","Nov 2023",78001,1.47894736842105
"1","Cat D (Motorcycles)","Nov 2023",10889,1.21153846153846
"1","Cat E (Open)","Nov 2023",125011,1.60992907801418
"2","Cat A (Cars up to 1600cc and 97kW)","Nov 2023",85001,1.39567567567568
"2","Cat B (Cars above 1600cc or 97kW)","Nov 2023",135336,1.89506172839506
"2","Cat C (Goods vehicles and buses)","Nov 2023",73889,1.93684210526316
"2","Cat D (Motorcycles)","Nov 2023",10001,1.28807339449541
"2","Cat E (Open)","Nov 2023",135002,2.13907284768212
"1","Cat A (Cars up to 1600cc and 97kW)","Dec 2023",88020,1.32866379310345
"1","Cat B (Cars above 1600cc or 97kW)","Dec 2023",130100,1.46238244514107
"1","Cat C (Goods vehicles and buses)","Dec 2023",71001,1.79274611398964
"1","Cat D (Motorcycles)","Dec 2023",9858,1.38185255198488
"1","Cat E (Open)","Dec 2023",133388,1.97931034482759
"2","Cat A (Cars up to 1600cc and 97kW)","Dec 2023",85000,1.26877040261153
"2","Cat B (Cars above 1600cc or 97kW)","Dec 2023",110001,1.31726283048212
"2","Cat C (Goods vehicles and buses)","Dec 2023",69423,1.86979166666667
"2","Cat D (Motorcycles)","Dec 2023",9002,1.18315018315018
"2","Cat E (Open)","Dec 2023",118388,1.55102040816327
"1","Cat A (Cars up to 1600cc and 97kW)","Jan 2024",65010,1.28138528138528
"1","Cat B (Cars above 1600cc or 97kW)","Jan 2024",85010,1.34281200631912
"1","Cat C (Goods vehicles and buses)","Jan 2024",67599,1.76165803108808
"1","Cat D (Motorcycles)","Jan 2024",9114,1.27342256214149
"1","Cat E (Open)","Jan 2024",106388,1.76510067114094
"2","Cat A (Cars up to 1600cc and 97kW)","Jan 2024",81589,2.03683640303359
"2","Cat B (Cars above 1600cc or 97kW)","Jan 2024",112000,1.99086757990868
"2","Cat C (Goods vehicles and buses)","Jan 2024",68001,2.06282722513089
"2","Cat D (Motorcycles)","Jan 2024",9309,1.18269230769231
"2","Cat E (Open)","Jan 2024",109004,1.90714285714286
"1","Cat A (Cars up to 1600cc and 97kW)","Feb 2024",79000,2.05863539445629
"1","Cat B (Cars above 1600cc or 97kW)","Feb 2024",102338,1.77557251908397
"1","Cat C (Goods vehicles and buses)","Feb 2024",72001,1.86734693877551
"1","Cat D (Motorcycles)","Feb 2024",9290,1.35283018867925
"1","Cat E (Open)","Feb 2024",100101,1.87116564417178
"2","Cat A (Cars up to 1600cc and 97kW)","Feb 2024",76801,2.03735325506937
"2","Cat B (Cars above 1600cc or 97kW)","Feb 2024",97000,1.59322033898305
"2","Cat C (Goods vehicles and buses)","Feb 2024",73001,1.87939698492462
"2","Cat D (Motorcycles)","Feb 2024",8911,1.25729927007299
"2","Cat E (Open)","Feb 2024",94006,1.71518987341772
"1","Cat A (Cars up to 1600cc and 97kW)","Mar 2024",83000,1.93769470404984
"1","Cat B (Cars above 1600cc or 97kW)","Mar 2024",96010,1.51553672316384
"1","Cat C (Goods vehicles and buses)","Mar 2024",75599,1.515
"1","Cat D (Motorcycles)","Mar 2024",9400,1.24230769230769
"1","Cat E (Open)","Mar 2024",95010,1.77358490566038
"2","Cat A (Cars up to 1600cc and 97kW)","Mar 2024",85489,2.0534188034188
"2","Cat B (Cars above 1600cc or 97kW)","Mar 2024",96011,1.625
"2","Cat C (Goods vehicles and buses)","Mar 2024",70112,1.54950495049505
"2","Cat D (Motorcycles)","Mar 2024",9689,1.20729366602687
"2","Cat E (Open)","Mar 2024",95856,1.63057324840764
"1","Cat A (Cars up to 1600cc and 97kW)","Apr 2024",89000,1.97128205128205
"1","Cat B (Cars above 1600cc or 97kW)","Apr 2024",101334,1.84992343032159
"1","Cat C (Goods vehicles and buses)","Apr 2024",67501,1.85279187817259
"1","Cat D (Motorcycles)","Apr 2024",10000,1.17307692307692
"1","Cat E (Open)","Apr 2024",101002,2.03048780487805
"2","Cat A (Cars up to 1600cc and 97kW)","Apr 2024",94010,1.48504273504274
"2","Cat B (Cars above 1600cc or 97kW)","Apr 2024",102001,1.46086956521739
"2","Cat C (Goods vehicles and buses)","Apr 2024",68502,1.7025641025641
"2","Cat D (Motorcycles)","Apr 2024",9990,1.19731800766284
"2","Cat E (Open)","Apr 2024",103249,1.73548387096774
"1","Cat A (Cars up to 1600cc and 97kW)","May 2024",93604,1.68595041322314
"1","Cat B (Cars above 1600cc or 97kW)","May 2024",105002,1.85735735735736
"1","Cat C (Goods vehicles and buses)","May 2024",70001,1.69902912621359
"1","Cat D (Motorcycles)","May 2024",9503,1.19318181818182
"1","Cat E (Open)","May 2024",104689,1.7909604519774
"2","Cat A (Cars up to 1600cc and 97kW)","May 2024",92700,1.46897253306205
"2","Cat B (Cars above 1600cc or 97kW)","May 2024",105689,1.67021276595745
"2","Cat C (Goods vehicles and buses)","May 2024",72001,1.84541062801932
"2","Cat D (Motorcycles)","May 2024",9311,1.14828897338403
"2","Cat E (Open)","May 2024",105002,1.65730337078652
"1","Cat A (Cars up to 1600cc and 97kW)","Jun 2024",88200,1.52494802494802
"1","Cat B (Cars above 1600cc or 97kW)","Jun 2024",100607,1.42189781021898
"1","Cat C (Goods vehicles and buses)","Jun 2024",70589,1.45217391304348
"1","Cat D (Motorcycles)","Jun 2024",8989,1.21001926782274
"1","Cat E (Open)","Jun 2024",101600,1.7431693989071
"2","Cat A (Cars up to 1600cc and 97kW)","Jun 2024",90889,1.45238095238095
"2","Cat B (Cars above 1600cc or 97kW)","Jun 2024",102334,1.55192878338279
"2","Cat C (Goods vehicles and buses)","Jun 2024",69900,1.35981308411215
"2","Cat D (Motorcycles)","Jun 2024",9002,1.19230769230769
"2","Cat E (Open)","Jun 2024",1e+05,1.70056497175141
"1","Cat A (Cars up to 1600cc and 97kW)","Jul 2024",91001,1.47776628748707
"1","Cat B (Cars above 1600cc or 97kW)","Jul 2024",100901,1.33532041728763
"1","Cat C (Goods vehicles and buses)","Jul 2024",70001,1.51869158878505
"1","Cat D (Motorcycles)","Jul 2024",8900,1.10444874274662
"1","Cat E (Open)","Jul 2024",100889,1.75568181818182
"2","Cat A (Cars up to 1600cc and 97kW)","Jul 2024",91899,1.3792394655704
"2","Cat B (Cars above 1600cc or 97kW)","Jul 2024",1e+05,1.34795763993949
"2","Cat C (Goods vehicles and buses)","Jul 2024",70601,1.6588785046729
"2","Cat D (Motorcycles)","Jul 2024",9089,1.14092664092664
"2","Cat E (Open)","Jul 2024",100341,1.69491525423729
"1","Cat A (Cars up to 1600cc and 97kW)","Aug 2024",94289,1.54985192497532
"1","Cat B (Cars above 1600cc or 97kW)","Aug 2024",106101,1.73453996983409
"1","Cat C (Goods vehicles and buses)","Aug 2024",71100,1.43119266055046
"1","Cat D (Motorcycles)","Aug 2024",9601,1.15860735009671
"1","Cat E (Open)","Aug 2024",105239,1.80898876404494
"2","Cat A (Cars up to 1600cc and 97kW)","Aug 2024",93900,1.34355828220859
"2","Cat B (Cars above 1600cc or 97kW)","Aug 2024",105889,1.43586005830904
"2","Cat C (Goods vehicles and buses)","Aug 2024",72400,1.54166666666667
"2","Cat D (Motorcycles)","Aug 2024",9310,1.17399617590822
"2","Cat E (Open)","Aug 2024",106001,2.02312138728324
"1","Cat A (Cars up to 1600cc and 97kW)","Sept 2024",96490,1.33062054933876
"1","Cat B (Cars above 1600cc or 97kW)","Sept 2024",106300,1.38947368421053
"1","Cat C (Goods vehicles and buses)","Sept 2024",74001,1.5
"1","Cat D (Motorcycles)","Sept 2024",9801,1.19157088122605
"1","Cat E (Open)","Sept 2024",106901,2.20454545454545
"2","Cat A (Cars up to 1600cc and 97kW)","Sept 2024",98524,1.39090909090909
"2","Cat B (Cars above 1600cc or 97kW)","Sept 2024",110001,1.32579185520362
"2","Cat C (Goods vehicles and buses)","Sept 2024",74000,1.46543778801843
"2","Cat D (Motorcycles)","Sept 2024",9900,1.22307692307692
"2","Cat E (Open)","Sept 2024",113104,2.1638418079096
"1","Cat A (Cars up to 1600cc and 97kW)","Oct 2024",103799,1.61368209255533
"1","Cat B (Cars above 1600cc or 97kW)","Oct 2024",116002,1.61549925484352
"1","Cat C (Goods vehicles and buses)","Oct 2024",75009,1.47247706422018
"1","Cat D (Motorcycles)","Oct 2024",10001,1.16153846153846
"1","Cat E (Open)","Oct 2024",116000,1.9010989010989
"2","Cat A (Cars up to 1600cc and 97kW)","Oct 2024",102900,1.41682419659735
"2","Cat B (Cars above 1600cc or 97kW)","Oct 2024",113890,1.45522388059702
"2","Cat C (Goods vehicles and buses)","Oct 2024",72939,1.51801801801802
"2","Cat D (Motorcycles)","Oct 2024",9589,1.1992337164751
"2","Cat E (Open)","Oct 2024",114700,1.84745762711864
"1","Cat A (Cars up to 1600cc and 97kW)","Nov 2024",99889,1.28653846153846
"1","Cat B (Cars above 1600cc or 97kW)","Nov 2024",108001,1.49281609195402
"1","Cat C (Goods vehicles and buses)","Nov 2024",68340,1.54661016949153
"1","Cat D (Motorcycles)","Nov 2024",9089,1.15
"1","Cat E (Open)","Nov 2024",109000,1.6984126984127
"2","Cat A (Cars up to 1600cc and 97kW)","Nov 2024",89889,1.26801152737752
"2","Cat B (Cars above 1600cc or 97kW)","Nov 2024",105081,1.28908554572271
"2","Cat C (Goods vehicles and buses)","Nov 2024",69000,1.60851063829787
"2","Cat D (Motorcycles)","Nov 2024",8669,1.21564885496183
"2","Cat E (Open)","Nov 2024",107501,1.66480446927374
"1","Cat A (Cars up to 1600cc and 97kW)","Dec 2024",94000,1.42237222757956
"1","Cat B (Cars above 1600cc or 97kW)","Dec 2024",103010,1.25689404934688
"1","Cat C (Goods vehicles and buses)","Dec 2024",70289,1.59541984732824
"1","Cat D (Motorcycles)","Dec 2024",7878,1.10251450676983
"1","Cat E (Open)","Dec 2024",104001,1.82122905027933
"2","Cat A (Cars up to 1600cc and 97kW)","Dec 2024",96000,1.45507246376812
"2","Cat B (Cars above 1600cc or 97kW)","Dec 2024",109000,1.46005917159763
"2","Cat C (Goods vehicles and buses)","Dec 2024",69890,1.56862745098039
"2","Cat D (Motorcycles)","Dec 2024",8381,1.23506743737958
"2","Cat E (Open)","Dec 2024",108992,1.81318681318681
"1","Cat A (Cars up to 1600cc and 97kW)","Jan 2025",93699,1.33558994197292
"1","Cat B (Cars above 1600cc or 97kW)","Jan 2025",121501,1.87001477104874
"1","Cat C (Goods vehicles and buses)","Jan 2025",67891,1.46774193548387
"1","Cat D (Motorcycles)","Jan 2025",9001,1.14423076923077
"1","Cat E (Open)","Jan 2025",123000,2.17277486910995
"2","Cat A (Cars up to 1600cc and 97kW)","Jan 2025",93601,1.38821328344247
"2","Cat B (Cars above 1600cc or 97kW)","Jan 2025",116625,1.56122448979592
"2","Cat C (Goods vehicles and buses)","Jan 2025",65476,1.59401709401709
"2","Cat D (Motorcycles)","Jan 2025",7721,1.21455223880597
"2","Cat E (Open)","Jan 2025",115112,1.71578947368421
"1","Cat A (Cars up to 1600cc and 97kW)","Feb 2025",85000,1.27065026362039
"1","Cat B (Cars above 1600cc or 97kW)","Feb 2025",111104,1.34625668449198
"1","Cat C (Goods vehicles and buses)","Feb 2025",62506,1.51538461538462
"1","Cat D (Motorcycles)","Feb 2025",8289,1.37022900763359
"1","Cat E (Open)","Feb 2025",110000,1.85427135678392
"2","Cat A (Cars up to 1600cc and 97kW)","Feb 2025",92850,1.99303742384682
"2","Cat B (Cars above 1600cc or 97kW)","Feb 2025",109598,1.5255376344086
"2","Cat C (Goods vehicles and buses)","Feb 2025",65189,1.66023166023166
"2","Cat D (Motorcycles)","Feb 2025",8791,1.23091603053435
"2","Cat E (Open)","Feb 2025",110002,1.85353535353535
"1","Cat A (Cars up to 1600cc and 97kW)","Mar 2025",92730,1.77797202797203
"1","Cat B (Cars above 1600cc or 97kW)","Mar 2025",113000,1.57908496732026
"1","Cat C (Goods vehicles and buses)","Mar 2025",67001,1.5763358778626
"1","Cat D (Motorcycles)","Mar 2025",9201,1.20231213872832
"1","Cat E (Open)","Mar 2025",112901,1.9950495049505
"2","Cat A (Cars up to 1600cc and 97kW)","Mar 2025",94502,1.71441124780316
"2","Cat B (Cars above 1600cc or 97kW)","Mar 2025",116890,1.60107095046854
"2","Cat C (Goods vehicles and buses)","Mar 2025",70089,1.69314079422383
"2","Cat D (Motorcycles)","Mar 2025",9511,1.19238095238095
"2","Cat E (Open)","Mar 2025",116991,1.92929292929293
"1","Cat A (Cars up to 1600cc and 97kW)","Apr 2025",97724,1.89982425307557
"1","Cat B (Cars above 1600cc or 97kW)","Apr 2025",117899,1.57894736842105
"1","Cat C (Goods vehicles and buses)","Apr 2025",68782,1.43071161048689
"1","Cat D (Motorcycles)","Apr 2025",9889,1.16634429400387
"1","Cat E (Open)","Apr 2025",117002,1.95
"2","Cat A (Cars up to 1600cc and 97kW)","Apr 2025",99500,1.86215978928885
"2","Cat B (Cars above 1600cc or 97kW)","Apr 2025",117003,1.4758064516129
"2","Cat C (Goods vehicles and buses)","Apr 2025",65001,1.53461538461538
"2","Cat D (Motorcycles)","Apr 2025",9309,1.27167630057803
"2","Cat E (Open)","Apr 2025",118001,2.03
"1","Cat A (Cars up to 1600cc and 97kW)","May 2025",103009,1.76795580110497
"1","Cat B (Cars above 1600cc or 97kW)","May 2025",119890,1.48831488314883
"1","Cat C (Goods vehicles and buses)","May 2025",62590,1.42435424354244
"1","Cat D (Motorcycles)","May 2025",8709,1.26119402985075
"1","Cat E (Open)","May 2025",118889,1.85507246376812
"2","Cat A (Cars up to 1600cc and 97kW)","May 2025",102501,1.51144435674822
"2","Cat B (Cars above 1600cc or 97kW)","May 2025",116988,1.39769820971867
"2","Cat C (Goods vehicles and buses)","May 2025",63189,1.40959409594096
"2","Cat D (Motorcycles)","May 2025",8707,1.22659176029963
"2","Cat E (Open)","May 2025",118010,1.87864077669903
"1","Cat A (Cars up to 1600cc and 97kW)","Jun 2025",96999,1.32627450980392
"1","Cat B (Cars above 1600cc or 97kW)","Jun 2025",113000,1.2251572327044
"1","Cat C (Goods vehicles and buses)","Jun 2025",62000,1.39855072463768
"1","Cat D (Motorcycles)","Jun 2025",9000,1.1728624535316
"1","Cat E (Open)","Jun 2025",113900,1.7970297029703
"2","Cat A (Cars up to 1600cc and 97kW)","Jun 2025",98124,1.3133971291866
"2","Cat B (Cars above 1600cc or 97kW)","Jun 2025",116670,1.48341836734694
